AircraftType,AirportName,AltitudeBin,MakeModel,WildlifeSize,ConditionsSky,PilotWarned,FlightPhase,Month,Year,IsSevere
Airplane,JOSLIN FIELD - MAGIC VALLEY REGIONAL,"(-1, 0]",EMB-120,Small,Overcast,N,Landing Roll,1,2001,0
Airplane,GREATER PITTSBURGH,"(100, 200]",DORNIER 328,Medium,Some Cloud,N,Approach,1,2001,0
Airplane,TROY MUNICIPAL ARPT,"(-1, 0]",LEARJET-60,Large,No Cloud,N,Landing Roll,1,2001,1
Airplane,LIHUE ARPT,"(30, 50]",DC-9-50,Small,Some Cloud,Y,Approach,1,2001,0
Airplane,SACRAMENTO INTL,"(-1, 0]",B-737-700,Small,No Cloud,Y,Landing Roll,1,2001,0
Airplane,METRO OAKLAND INTL,"(100, 200]",B-767,Medium,No Cloud,Y,Approach,1,2001,0
Airplane,LIHUE ARPT,"(-1, 0]",DC-9-50,Small,Some Cloud,Y,Take-off run,1,2001,0
Airplane,SHEPPARD AIR FORCE BASE,"(600, 1000]",AT-38B,Medium,Some Cloud,Y,Climb,1,2001,0
Airplane,SACRAMENTO INTL,"(1000, 2000]",B-737-300,Medium,No Cloud,Y,Climb,1,2001,0
Airplane,RONALD REAGAN WASHINGTON NATL,"(50, 100]",B-737-300,Medium,Overcast,Y,Approach,1,2001,0
Airplane,JACKSON EVERS INTL,"(50, 100]",BA-146,Small,Some Cloud,Y,Approach,1,2001,0
Airplane,PHILADELPHIA INTL,"(30, 50]",B-737-300,Small,No Cloud,Y,Approach,1,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(200, 400]",C-17A,Medium,No Cloud,Y,Approach,1,2001,0
Airplane,SALT LAKE CITY INTL,"(-1, 0]",CL-RJ100/200,Small,Some Cloud,Y,Landing Roll,1,2001,0
Airplane,NEW ORLEANS INTL,"(100, 200]",MD-82,Small,Overcast,N,Approach,2,2001,0
Airplane,LAMBERT-ST LOUIS INTL,"(0, 10]",DC-9-30,Medium,No Cloud,Y,Approach,2,2001,1
Airplane,MINISTRO PISTARINI,"(50, 100]",B-777-200,Medium,No Cloud,N,Approach,2,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",C-17A,Medium,No Cloud,Y,Take-off run,2,2001,0
Airplane,METRO OAKLAND INTL,"(50, 100]",B-737,Medium,No Cloud,Y,Approach,2,2001,0
Airplane,BRACKETT FIELD ARPT,"(600, 1000]",PA-28,Large,Some Cloud,Y,Climb,2,2001,1
Airplane,LIHUE ARPT,"(-1, 0]",DC-9-50,Small,Overcast,Y,Take-off run,2,2001,0
Airplane,SALT LAKE CITY INTL,"(-1, 0]",RKWL SABRLNR,Small,Overcast,Y,Landing Roll,2,2001,0
Airplane,PEASE INTL TRADEPORT,"(-1, 0]",CL-601/604,Small,Some Cloud,Y,Landing Roll,2,2001,0
Airplane,HOUSTON-HOBBY,"(200, 400]",MD-82,Small,Some Cloud,N,Approach,2,2001,0
Airplane,LIHUE ARPT,"(-1, 0]",DC-9-50,Small,Some Cloud,Y,Landing Roll,2,2001,0
Airplane,DENVER INTL AIRPORT,"(200, 400]",B-737-300,Large,Some Cloud,N,Approach,2,2001,1
Airplane,GEORGE BUSH INTERCONTINENTAL,"(-1, 0]",B-737-800,Small,Overcast,Y,Landing Roll,3,2001,0
Airplane,SHEPPARD AIR FORCE BASE,"(1000, 2000]",T-38A,Medium,No Cloud,Y,Approach,3,2001,0
Airplane,ORLANDO INTL,"(100, 200]",B-767-400,Small,No Cloud,Y,Approach,3,2001,0
Airplane,METRO OAKLAND INTL,"(5000, 18000]",B-737-400,Medium,Some Cloud,Y,Climb,3,2001,1
Airplane,MEMPHIS INTL,"(600, 1000]",AVRO RJ 85,Medium,No Cloud,Y,Climb,3,2001,1
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(-1, 0]",A-319,Medium,Some Cloud,N,Take-off run,3,2001,1
Airplane,ALBANY INTL,"(-1, 0]",B-737-700,Small,No Cloud,N,Take-off run,3,2001,0
Airplane,ALBANY INTL,"(-1, 0]",FOKKER F100,Small,Some Cloud,N,Landing Roll,3,2001,0
Airplane,LAGUARDIA NY,"(1000, 2000]",B-737-200,Medium,Overcast,N,Climb,3,2001,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(1000, 2000]",FOKKER F100,Large,Some Cloud,N,Approach,3,2001,1
Airplane,RENTON MUNICIPAL ARPT,"(-1, 0]",LEARJET-35,Large,Overcast,N,Landing Roll,3,2001,1
Airplane,THE EASTERN IOWA ARPT,"(600, 1000]",DA-10 FALCON,Medium,Some Cloud,Y,Approach,3,2001,1
Airplane,DES MOINES INTL,"(100, 200]",CL-RJ100/200,Medium,No Cloud,N,Climb,3,2001,0
Airplane,WASHINGTON DULLES INTL ARPT,"(1000, 2000]",A-319,Small,No Cloud,N,Approach,3,2001,0
Airplane,NORTH BEND MUNICIPAL,"(50, 100]",IAI-1124,Large,Overcast,N,Approach,3,2001,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(50, 100]",B-757-200,Small,Overcast,Y,Approach,4,2001,0
Airplane,ATLANTA INTL,"(-1, 0]",A-320,Medium,Some Cloud,N,Take-off run,4,2001,1
Airplane,HARRISBURG INTL,"(-1, 0]",BA-31 JETSTR,Medium,No Cloud,Y,Landing Roll,4,2001,0
Airplane,WASHINGTON DULLES INTL ARPT,"(10, 30]",B-757-200,Medium,Overcast,N,Approach,4,2001,0
Airplane,SANTA BARBARA MUNICIPAL,"(100, 200]",EMB-120,Medium,No Cloud,N,Approach,4,2001,0
Airplane,KANSAS CITY INTL,"(30, 50]",BE-1900,Small,Some Cloud,N,Approach,4,2001,0
Airplane,BRADLEY INTL,"(1000, 2000]",B-757-200,Medium,No Cloud,N,Approach,4,2001,0
Airplane,INDIANAPOLIS INTL,"(0, 10]",B-737-200,Small,No Cloud,N,Climb,4,2001,0
Airplane,GREATER ROCHESTER INTL,"(-1, 0]",SAAB-340,Medium,Some Cloud,N,Landing Roll,4,2001,1
Airplane,SAN DIEGO INTL,"(600, 1000]",A-319,Medium,No Cloud,N,Climb,5,2001,1
Airplane,YEAGER ARPT,"(-1, 0]",SHORTS 360,Large,Overcast,Y,Landing Roll,5,2001,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(10, 30]",B-727,Small,No Cloud,N,Approach,5,2001,0
Airplane,JAMES M COX DAYTON INTL,"(1000, 2000]",DC-8-70,Small,Some Cloud,N,Approach,5,2001,0
Airplane,YEAGER ARPT,"(-1, 0]",BE-200 KING,Small,Overcast,Y,Take-off run,5,2001,0
Airplane,BARKSDALE AIR FORCE BASE ARPT,"(1000, 2000]",B-52H,Medium,No Cloud,Y,Approach,5,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",B-727-200,Small,No Cloud,N,Landing Roll,5,2001,0
Airplane,CHICAGO MIDWAY INTL ARPT,"(30, 50]",B-737-300,Medium,Overcast,Y,Climb,5,2001,0
Airplane,TOLEDO EXPRESS ARPT,"(600, 1000]",SAAB-340,Large,No Cloud,Y,Climb,5,2001,0
Airplane,SALT LAKE CITY INTL,"(100, 200]",CL-RJ100/200,Medium,Overcast,N,Climb,6,2001,0
Airplane,DETROIT METRO WAYNE COUNTY ARPT,"(-1, 0]",B-727-200,Medium,No Cloud,Y,Landing Roll,6,2001,0
Airplane,NEWARK LIBERTY INTL ARPT,"(100, 200]",A-300,Large,No Cloud,Y,Approach,6,2001,1
Airplane,SAVANNAH INTL,"(-1, 0]",MD-82,Small,Overcast,Y,Take-off run,6,2001,0
Airplane,HILO INTL ARPT,"(-1, 0]",B-737-200,Small,Some Cloud,N,Take-off run,6,2001,0
Airplane,CHARLES DE GAULLE,"(100, 200]",A-310,Small,Some Cloud,N,Approach,6,2001,0
Airplane,ORLANDO INTL,"(-1, 0]",B-737-200,Small,Some Cloud,Y,Take-off run,6,2001,1
Airplane,ARDMORE MUNICIPAL,"(-1, 0]",HAWKER 800,Small,Overcast,N,Landing Roll,6,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",C-17A,Small,No Cloud,Y,Take-off run,6,2001,0
Airplane,SAVANNAH INTL,"(30, 50]",C-172,Small,Some Cloud,Y,Approach,6,2001,0
Airplane,SALT LAKE CITY INTL,"(600, 1000]",PILATUS PC12,Medium,No Cloud,Y,Approach,6,2001,1
Airplane,TED STEVENS ANCHORAGE INTL,"(1000, 2000]",B-757-200,Medium,Some Cloud,N,Climb,6,2001,0
Airplane,LIHUE ARPT,"(-1, 0]",B-737-200,Small,Some Cloud,Y,Landing Roll,6,2001,0
Airplane,SARASOTA-BRADENTON,"(-1, 0]",MD-88,Small,Some Cloud,N,Take-off run,6,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(30, 50]",C-17A,Medium,Some Cloud,Y,Climb,7,2001,0
Airplane,SAVANNAH INTL,"(-1, 0]",FOKKER F100,Medium,No Cloud,Y,Landing Roll,7,2001,0
Airplane,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL,"(10, 30]",FOKKER F100,Small,No Cloud,N,Climb,7,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",C-21A,Medium,No Cloud,Y,Climb,7,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",C-21A,Medium,Some Cloud,Y,Take-off run,7,2001,0
Airplane,TALLAHASSEE REGIONAL,"(-1, 0]",CL-RJ100/200,Medium,No Cloud,Y,Landing Roll,7,2001,0
Airplane,UNALASKA ARPT,"(10, 30]",B-737-200,Large,Overcast,N,Approach,7,2001,0
Airplane,WASHINGTON DULLES INTL ARPT,"(0, 10]",BA-31 JETSTR,Small,No Cloud,N,Approach,7,2001,0
Airplane,LOUISVILLE INTL ARPT,"(30, 50]",MD-80,Medium,Some Cloud,Y,Climb,7,2001,0
Airplane,PENSACOLA REGIONAL,"(30, 50]",C-208,Small,Some Cloud,N,Approach,7,2001,0
Airplane,NEW CASTLE COUNTY,"(600, 1000]",CL-600,Medium,Some Cloud,N,Approach,7,2001,1
Airplane,HARRISBURG INTL,"(-1, 0]",DC-9,Small,Some Cloud,N,Landing Roll,7,2001,0
Airplane,FULTON COUNTY ARPT - BROWN FIELD,"(0, 10]",DA-900,Small,No Cloud,N,Climb,7,2001,1
Airplane,GOLDEN TRIANGLE REGIONAL,"(-1, 0]",SAAB-340,Small,No Cloud,N,Take-off run,7,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(600, 1000]",EMB-145,Small,Some Cloud,Y,Approach,7,2001,0
Airplane,BRADLEY INTL,"(30, 50]",MD-83,Small,No Cloud,Y,Climb,7,2001,0
Airplane,LIHUE ARPT,"(30, 50]",B-737-200,Small,Some Cloud,Y,Approach,7,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(10, 30]",FOKKER F100,Small,No Cloud,N,Approach,7,2001,0
Airplane,PORT COLUMBUS INTL,"(-1, 0]",C-560,Small,Some Cloud,Y,Take-off run,7,2001,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(200, 400]",DORNIER 328,Small,Some Cloud,Y,Approach,7,2001,0
Airplane,GULFPORT BILOXI REGIONAL,"(-1, 0]",DC-9,Small,Overcast,N,Take-off run,7,2001,0
Airplane,CHICAGO O'HARE INTL ARPT,"(0, 10]",EMB-145,Small,Some Cloud,N,Approach,7,2001,0
Airplane,PHILADELPHIA INTL,"(30, 50]",B-737-300,Large,Overcast,N,Approach,7,2001,1
Airplane,MINETA SAN JOSE INTL,"(2000, 3000]",B-757-200,Medium,No Cloud,N,Approach,7,2001,1
Airplane,HUNTSVILLE INTL,"(10, 30]",LEARJET-45,Small,Overcast,N,Approach,7,2001,0
Airplane,JAMESTOWN REGIONAL,"(-1, 0]",BE-1900,Small,Some Cloud,N,Take-off run,7,2001,0
Airplane,GREATER ROCHESTER INTL,"(-1, 0]",A-320,Small,Some Cloud,Y,Take-off run,7,2001,0
Airplane,PEASE INTL TRADEPORT,"(-1, 0]",GULFAERO IV,Small,Overcast,Y,Landing Roll,8,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(10, 30]",MD-80,Small,Overcast,N,Approach,8,2001,1
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",B-757-200,Small,No Cloud,N,Take-off run,8,2001,0
Airplane,PENSACOLA REGIONAL,"(-1, 0]",CL-RJ100/200,Small,Overcast,N,Landing Roll,8,2001,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(-1, 0]",B-737,Small,Overcast,Y,Take-off run,8,2001,0
Airplane,AIRBORNE AIRPARK,"(30, 50]",DC-9-40,Medium,No Cloud,N,Climb,8,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",FOKKER F100,Small,Overcast,Y,Take-off run,8,2001,0
Airplane,BALTIMORE WASH INTL,"(30, 50]",CL-RJ100/200,Small,Overcast,Y,Approach,8,2001,0
Airplane,PHILADELPHIA INTL,"(-1, 0]",B-737-400,Medium,Overcast,Y,Landing Roll,8,2001,0
Airplane,BARKSDALE AIR FORCE BASE ARPT,"(-1, 0]",B-52H,Small,No Cloud,Y,Take-off run,8,2001,0
Airplane,CHARLOTTE/DOUGLAS INTL ARPT,"(10, 30]",DHC8 DASH 8,Small,Some Cloud,N,Approach,8,2001,0
Airplane,ROCHESTER INTL,"(-1, 0]",FOKKER F100,Small,No Cloud,N,Take-off run,8,2001,0
Airplane,HUNTSVILLE INTL,"(-1, 0]",C-560,Small,No Cloud,N,Landing Roll,8,2001,0
Airplane,EVANSVILLE REGIONAL,"(50, 100]",CITATION X,Medium,Some Cloud,N,Climb,8,2001,0
Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",CL-601/604,Small,No Cloud,N,Take-off run,8,2001,0
Airplane,BOB HOPE ARPT,"(-1, 0]",B-737-300,Small,No Cloud,N,Landing Roll,8,2001,0
Airplane,NEWARK LIBERTY INTL ARPT,"(100, 200]",B-737-500,Small,Some Cloud,Y,Climb,8,2001,0
Airplane,SPOKANE INTERNATIONAL,"(400, 600]",MD-82,Medium,No Cloud,N,Approach,8,2001,0
Airplane,SMITH REYOLDS ARPT,"(-1, 0]",C-172,Small,Some Cloud,N,Take-off run,8,2001,0
Airplane,HARRISBURG INTL,"(400, 600]",B-737-300,Small,Overcast,Y,Approach,8,2001,0
Airplane,SPOKANE INTERNATIONAL,"(-1, 0]",DHC8 DASH 8,Small,Some Cloud,N,Take-off run,8,2001,0
Airplane,LITTLE RIVER ARPT,"(0, 10]",LOCKHEED C-130,Small,No Cloud,N,Approach,8,2001,0
Airplane,CHICAGO O'HARE INTL ARPT,"(-1, 0]",FOKKER F100,Small,Overcast,N,Landing Roll,8,2001,0
Airplane,CONCORD REGIONAL ARPT,"(-1, 0]",CITATION II,Small,Some Cloud,N,Landing Roll,8,2001,0
Airplane,HARRISBURG INTL,"(-1, 0]",CL-RJ100/200,Small,Some Cloud,Y,Take-off run,8,2001,0
Airplane,MEMPHIS INTL,"(30, 50]",DC-9,Medium,No Cloud,Y,Approach,8,2001,0
Airplane,GROTON-NEW LONDON AR,"(0, 10]",IAI 1126,Small,Some Cloud,Y,Climb,8,2001,0
Airplane,STEWART INTL AIRPORT,"(30, 50]",FOKKER F100,Medium,No Cloud,N,Climb,8,2001,0
Airplane,SEATTLE-TACOMA INTL,"(-1, 0]",B-737,Small,Some Cloud,Y,Landing Roll,8,2001,0
Airplane,AMARILLO INTL,"(200, 400]",B-737,Large,No Cloud,N,Approach,8,2001,1
Airplane,LIHUE ARPT,"(-1, 0]",B-717-200,Small,Some Cloud,Y,Landing Roll,8,2001,0
Airplane,BALTIMORE WASH INTL,"(-1, 0]",B-727-200,Large,Some Cloud,N,Landing Roll,8,2001,0
Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",C-650,Medium,Some Cloud,Y,Take-off run,8,2001,0
Airplane,COBB COUNTY ARPT-MC COLLUM FIELD,"(-1, 0]",C-560,Large,Some Cloud,N,Take-off run,8,2001,1
Airplane,GROTON-NEW LONDON AR,"(0, 10]",IAI 1126,Small,Some Cloud,Y,Climb,8,2001,0
Airplane,GREATER PITTSBURGH,"(-1, 0]",B-737-200,Medium,No Cloud,N,Take-off run,8,2001,0
Airplane,NEWARK LIBERTY INTL ARPT,"(30, 50]",MD-80,Small,Overcast,Y,Approach,8,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",B-737-400,Small,No Cloud,N,Taxi,8,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",C-17A,Small,No Cloud,Y,Take-off run,8,2001,0
Airplane,ROANOKE REGIONAL,"(-1, 0]",DHC8 DASH 8,Small,Overcast,Y,Landing Roll,9,2001,0
Airplane,WASHINGTON DULLES INTL ARPT,"(-1, 0]",B-777-200,Small,No Cloud,Y,Take-off run,9,2001,0
Airplane,DANBURY MUNICIPAL ARPT,"(100, 200]",BE-90  KING,Large,Some Cloud,N,Approach,9,2001,1
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",A-319,Small,Overcast,Y,Landing Roll,9,2001,1
Airplane,RALPH WIEN MEMORIAL ARPT,"(200, 400]",PA-31 NAVAJO,Medium,Some Cloud,N,Climb,9,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",B-757-200,Small,Overcast,Y,Landing Roll,9,2001,0
Airplane,CHARLESTON AFB/INTL ARPT,"(-1, 0]",C-17A,Medium,Some Cloud,Y,Climb,9,2001,0
Airplane,COLUMBUS MUNICIPAL ARPT (IN),"(-1, 0]",SAAB-340,Small,No Cloud,N,Take-off run,9,2001,0
Airplane,VAN NUYS ARPT,"(-1, 0]",C-210 CENTUR,Small,Overcast,N,Landing Roll,9,2001,0
Airplane,BURKE LAKEFRONT,"(-1, 0]",PA-28,Medium,Some Cloud,Y,Take-off run,9,2001,1
Airplane,SAN DIEGO INTL,"(0, 10]",B-737-500,Small,No Cloud,N,Approach,9,2001,0
Airplane,NASHVILLE INTL,"(100, 200]",B-737,Small,Some Cloud,Y,Approach,9,2001,0
Airplane,CHICAGO O'HARE INTL ARPT,"(-1, 0]",B-737-800,Small,No Cloud,Y,Take-off run,9,2001,0
Airplane,HARRISBURG INTL,"(-1, 0]",FOKKER F100,Small,No Cloud,N,Landing Roll,9,2001,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(30, 50]",CITATION II,Small,Some Cloud,Y,Approach,9,2001,0
Airplane,HARRISBURG INTL,"(-1, 0]",FOKKER F100,Small,Some Cloud,Y,Take-off run,9,2001,0
Airplane,AUSTIN-BERGSTROM INTL,"(3000, 5000]",B-737-300,Small,Some Cloud,N,Approach,9,2001,0
Airplane,OAKLAND/TROY ARPT,"(0, 10]",BE-200 KING,Large,Some Cloud,N,Approach,9,2001,1
Airplane,NORFOLK INTL,"(-1, 0]",DHC8 DASH 8,Large,No Cloud,N,Take-off run,9,2001,1
Airplane,BURLINGTON INTL,"(-1, 0]",B-737-300,Medium,No Cloud,N,Landing Roll,9,2001,0
Airplane,KANSAS CITY INTL,"(-1, 0]",MD-80,Small,No Cloud,N,Take-off run,9,2001,0
Airplane,YEAGER ARPT,"(30, 50]",DHC8 DASH 8,Large,Overcast,N,Approach,9,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(50, 100]",ATR-72,Small,Some Cloud,Y,Approach,9,2001,0
Airplane,DENVER INTL AIRPORT,"(200, 400]",B-757-200,Small,No Cloud,Y,Approach,9,2001,1
Airplane,KANSAS CITY INTL,"(-1, 0]",B-737-300,Small,No Cloud,Y,Landing Roll,9,2001,0
Airplane,AUSTIN STRAUBEL INTL,"(-1, 0]",CL-RJ100/200,Small,Some Cloud,N,Take-off run,9,2001,0
Airplane,GREATER PITTSBURGH,"(50, 100]",DORNIER 328,Small,No Cloud,N,Approach,9,2001,0
Airplane,GREATER ROCHESTER INTL,"(30, 50]",SAAB-340,Small,Overcast,Y,Approach,9,2001,1
Airplane,UNALASKA ARPT,"(-1, 0]",SA227 AC METRO III,Large,Overcast,N,Landing Roll,9,2001,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",B-757-200,Large,Overcast,Y,Take-off run,9,2001,0
Airplane,JOHN F KENNEDY INTL,"(-1, 0]",A-320,Medium,Some Cloud,Y,Take-off run,9,2001,0
Airplane,KODIAK AIRPORT,"(30, 50]",B-737-200,Large,No Cloud,N,Climb,9,2001,1
Airplane,LIHUE ARPT,"(-1, 0]",B-717-200,Small,No Cloud,Y,Landing Roll,9,2001,0
Airplane,BIRMINGHAM-SHUTTLESWORTH INTL,"(30, 50]",IAI-1124,Small,No Cloud,Y,Climb,10,2001,0
Airplane,LOGAN INTL,"(-1, 0]",B-737-200,Small,No Cloud,Y,Take-off run,10,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-80,Small,Overcast,Y,Take-off run,10,2001,0
Airplane,THEODORE FRANCIS GREEN STATE,"(50, 100]",CL-RJ100/200,Small,No Cloud,Y,Climb,10,2001,0
Airplane,BRACKETT FIELD ARPT,"(-1, 0]",RKWL SHRIKE,Small,Some Cloud,Y,Take-off run,10,2001,0
Airplane,DALLAS LOVE FIELD ARPT,"(3000, 5000]",CL-RJ100/200,Medium,No Cloud,N,Descent,10,2001,0
Airplane,PORT COLUMBUS INTL,"(-1, 0]",AVRO RJ 85,Small,Overcast,Y,Landing Roll,10,2001,0
Airplane,WESTCHESTER COUNTY ARPT,"(3000, 5000]",DA-900,Medium,Overcast,N,Approach,10,2001,0
Airplane,LIHUE ARPT,"(-1, 0]",B-737-200,Small,Some Cloud,Y,Landing Roll,10,2001,0
Airplane,LIHUE ARPT,"(-1, 0]",B-717-200,Small,Some Cloud,Y,Landing Roll,10,2001,0
Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,"(3000, 5000]",A-319,Small,Some Cloud,Y,Descent,10,2001,0
Airplane,NAPA COUNTY ARPT,"(-1, 0]",HAWKER 1000,Medium,Overcast,N,Take-off run,10,2001,1
Airplane,DALLAS LOVE FIELD ARPT,"(-1, 0]",B-737-300,Small,No Cloud,N,Take-off run,10,2001,0
Airplane,EXECUTIVE ARPT,"(-1, 0]",PA-31 NAVAJO,Small,Some Cloud,Y,Landing Roll,10,2001,0
Airplane,WHITEMAN AIRPORT,"(50, 100]",PA-30 TWIN COMANCHE,Small,Some Cloud,N,Climb,10,2001,0
Airplane,DENVER INTL AIRPORT,"(600, 1000]",B-737,Small,No Cloud,N,Approach,10,2001,0
Airplane,LOGAN INTL,"(-1, 0]",LEARJET-35,Small,Some Cloud,Y,Take-off run,10,2001,0
Airplane,INDIANAPOLIS INTL,"(-1, 0]",DC-9-30,Small,Some Cloud,N,Landing Roll,10,2001,0
Airplane,KANSAS CITY INTL,"(600, 1000]",B-737-300,Medium,No Cloud,N,Approach,10,2001,0
Airplane,INDIANAPOLIS INTL,"(100, 200]",CL-RJ100/200,Small,Overcast,N,Approach,10,2001,0
Airplane,MINNEAPOLIS-ST PAUL INTL,"(2000, 3000]",CL-RJ100/200,Large,Some Cloud,Y,Approach,10,2001,0
Airplane,EPPLEY AIRFIELD,"(400, 600]",LEARJET-35,Small,No Cloud,Y,Climb,11,2001,0
Airplane,SCHOLES INTL ARPT AT GALVESTON,"(30, 50]",C-172,Small,Some Cloud,N,Approach,11,2001,0
Airplane,PALM BEACH INTL,"(1000, 2000]",LOCKHEED 1329,Medium,Some Cloud,N,Descent,11,2001,1
Airplane,BRADLEY INTL,"(0, 10]",B-737-300,Small,Some Cloud,N,Approach,11,2001,0
Airplane,ADAMS FIELD ARPT,"(2000, 3000]",B-737-200,Large,Overcast,N,Climb,11,2001,1
Airplane,AIRBORNE AIRPARK,"(600, 1000]",B-767-200,Medium,No Cloud,N,Approach,11,2001,1
Airplane,DUPAGE AIRPORT,"(50, 100]",PA-28,Small,No Cloud,Y,Approach,11,2001,0
Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,"(400, 600]",B-767-300,Small,No Cloud,N,Climb,11,2001,0
Airplane,BRADLEY INTL,"(-1, 0]",A-319,Small,No Cloud,N,Take-off run,11,2001,0
Airplane,WHITEMAN AIRPORT,"(0, 10]",C-182 SKYLAN,Small,No Cloud,Y,Approach,11,2001,0
Airplane,WHITEMAN AIRPORT,"(-1, 0]",C-172,Small,Some Cloud,Y,Landing Roll,11,2001,0
Airplane,SHEPPARD AIR FORCE BASE,"(200, 400]",T-38A,Small,No Cloud,Y,Climb,11,2001,0
Airplane,WHITEMAN AIRPORT,"(-1, 0]",C-150,Small,Some Cloud,N,Landing Roll,11,2001,1
Airplane,INDIANAPOLIS INTL,"(50, 100]",MD-11,Large,Some Cloud,N,Approach,11,2001,0
Airplane,THEODORE FRANCIS GREEN STATE,"(400, 600]",DHC8 DASH 8,Large,Some Cloud,N,Approach,11,2001,0
Airplane,MONTGOMERY FIELD ARPT,"(-1, 0]",C-152,Small,Some Cloud,N,Landing Roll,11,2001,0
Airplane,LAURENCE G HANSCOM,"(-1, 0]",CL-601/604,Small,Some Cloud,Y,Landing Roll,11,2001,0
Airplane,LOGAN INTL,"(100, 200]",SAAB-340,Small,No Cloud,Y,Approach,11,2001,0
Airplane,LOGAN INTL,"(-1, 0]",B-737-200,Small,No Cloud,N,Take-off run,11,2001,0
Airplane,DUPAGE AIRPORT,"(50, 100]",PILATUS PC12,Large,No Cloud,N,Approach,11,2001,0
Airplane,WHITEMAN AIRPORT,"(-1, 0]",C-172,Small,Overcast,N,Landing Roll,11,2001,0
Airplane,LOGAN INTL,"(-1, 0]",EMB-135,Small,No Cloud,N,Take-off run,11,2001,0
Airplane,PHOENIX DEER VALLEY ARPT,"(30, 50]",C-182 SKYLAN,Small,Some Cloud,N,Climb,11,2001,0
Airplane,SKYLARK FIELD,"(-1, 0]",SAAB-340,Small,No Cloud,N,Take-off run,11,2001,0
Airplane,GREATER PITTSBURGH,"(100, 200]",DORNIER 328,Small,Overcast,N,Climb,11,2001,0
Airplane,GREATER BINGHAMTON ARPT,"(-1, 0]",DHC8 DASH 8,Small,Overcast,Y,Take-off run,11,2001,0
Airplane,OAKLAND/TROY ARPT,"(100, 200]",C-310,Large,Overcast,N,Climb,11,2001,1
Airplane,KLEBERG COUNTY ARPT,"(200, 400]",DA-50 FALCON,Medium,Overcast,N,Approach,12,2001,1
Airplane,DALLAS/FORT WORTH INTL ARPT,"(50, 100]",B-767-200,Medium,Some Cloud,N,Climb,12,2001,0
Airplane,LOUISVILLE INTL ARPT,"(-1, 0]",B-747,Small,Some Cloud,Y,Take-off run,12,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",B-777-200,Small,Overcast,Y,Landing Roll,12,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(-1, 0]",MD-80,Small,Overcast,Y,Take-off run,12,2001,0
Airplane,WASHINGTON DULLES INTL ARPT,"(400, 600]",B-737-300,Large,No Cloud,Y,Approach,12,2001,1
Airplane,NORFOLK INTL,"(30, 50]",DC-9-40,Large,Overcast,N,Approach,12,2001,0
Airplane,SKYLARK FIELD,"(-1, 0]",SAAB-340,Small,Some Cloud,N,Take-off run,12,2001,0
Airplane,CHICAGO O'HARE INTL ARPT,"(200, 400]",B-737-300,Small,Overcast,N,Approach,12,2001,0
Airplane,JOPLIN REGIONAL,"(-1, 0]",SAAB-340,Small,Some Cloud,N,Landing Roll,12,2001,0
Airplane,GEORGE BUSH INTERCONTINENTAL,"(50, 100]",B-727,Medium,Overcast,N,Approach,12,2001,0
Airplane,DALLAS/FORT WORTH INTL ARPT,"(10, 30]",FOKKER F100,Medium,Some Cloud,Y,Approach,12,2001,0
